area,condo_complex,bathrooms,new_address,legal_status,furniture_state,frontage,floors,bedrooms
46.0,0,3.0,"Hai Bà Trưng, Hà Nội",Have certificate,Basic,,3.0,4.0
20.0,0,3.0,"Cầu Giấy, Hà Nội",Have certificate,Full,,5.0,3.0
41.2,0,,"Long Biên, Hà Nội",,,3.9,,
65.0,0,5.0,"Bình Tân, Hồ Chí Minh",Have certificate,,4.1,3.0,5.0
52.0,0,2.0,"Long Biên, Hà Nội",Have certificate,,5.1,2.0,2.0
54.0,0,4.0,"Quận 12, Hồ Chí Minh",Have certificate,,,4.0,4.0
45.0,0,3.0,"Long Biên, Hà Nội",Have certificate,Full,4.4,4.0,5.0
31.0,0,,"Thanh Trì, Hà Nội",Have certificate,,,5.0,
32.0,0,4.0,"Ba Đình, Hà Nội",Have certificate,Basic,4.0,4.0,4.0
93.0,0,3.0,"Quận 9, Hồ Chí Minh",Have certificate,Full,7.8,2.0,4.0
62.0,0,,"Gò Vấp, Hồ Chí Minh",,,,3.0,
50.0,0,,"Thủ Đức, Hồ Chí Minh",Have certificate,,,1.0,
36.0,0,2.0,"Thanh Khê, Đà Nẵng",Have certificate,Full,,2.0,2.0
58.0,1,,"Văn Giang, Hưng Yên",Sale contract,Basic,4.5,5.0,
34.0,0,,"Tân Phú, Hồ Chí Minh",Have certificate,,3.0,3.0,
33.0,0,3.0,"Bình Tân, Hồ Chí Minh",,Full,,3.0,5.0
45.0,0,2.0,"Quận 7, Hồ Chí Minh",Have certificate,Basic,,,3.0
22.0,0,3.0,"Hai Bà Trưng, Hà Nội",Have certificate,Basic,3.8,5.0,3.0
100.0,0,3.0,"Bình Tân, Hồ Chí Minh",Have certificate,Full,6.0,3.0,3.0
47.0,0,2.0,"Thủ Đức, Hồ Chí Minh",Sale contract,Basic,4.5,2.0,2.0
69.0,0,2.0,"Dĩ An, Bình Dương",Have certificate,Full,4.5,2.0,3.0
40.0,0,3.0,"Đống Đa, Hà Nội",Have certificate,Full,,4.0,4.0
50.0,0,,"Bắc Từ Liêm, Hà Nội",,,5.8,5.0,
51.0,0,4.0,"Lê Chân, Hải Phòng",Have certificate,Full,,4.0,3.0
77.0,0,3.0,"Ba Đình, Hà Nội",Have certificate,Basic,3.3,3.0,4.0
80.0,1,3.0,"Cái Răng, Cần Thơ",Have certificate,Full,,2.0,3.0
60.0,0,5.0,"Quận 3, Hồ Chí Minh",Have certificate,Full,4.0,5.0,4.0
30.0,0,3.0,"Long Biên, Hà Nội",Have certificate,Full,3.7,5.0,3.0
108.0,0,1.0,"Quận 12, Hồ Chí Minh",Have certificate,Basic,4.0,,2.0
37.0,0,4.0,"Hà Đông, Hà Nội",Have certificate,Full,3.8,4.0,4.0
150.0,0,4.0,"Hóc Môn, Hồ Chí Minh",Have certificate,,8.0,2.0,5.0
88.0,0,,"Quận 8, Hồ Chí Minh",Have certificate,,3.9,2.0,4.0
80.0,0,4.0,"Tân Bình, Hồ Chí Minh",Have certificate,Full,8.0,4.0,5.0
50.1,0,4.0,"Thủ Đức, Hồ Chí Minh",Have certificate,Basic,,4.0,3.0
45.0,0,4.0,"Bắc Từ Liêm, Hà Nội",Have certificate,Basic,6.0,5.0,3.0
88.0,0,,"Gò Vấp, Hồ Chí Minh",Have certificate,,,2.0,
340.0,0,,"Bến Tre, Bến Tre",Have certificate,,,1.0,
66.0,0,4.0,"Bình Tân, Hồ Chí Minh",Have certificate,Full,4.0,4.0,4.0
58.0,0,3.0,"Bình Thạnh, Hồ Chí Minh",,,,4.0,3.0
57.0,0,,"Tân Bình, Hồ Chí Minh",Have certificate,Basic,,2.0,4.0
60.0,0,4.0,"Ngô Quyền, Hải Phòng",Have certificate,Full,4.6,4.0,3.0
75.0,0,4.0,"Quận 11, Hồ Chí Minh",Have certificate,Full,5.0,2.0,3.0
217.0,1,,"Lương Sơn, Hòa Bình",Sale contract,,,,
84.8,0,,"Hải Châu, Đà Nẵng",,,4.0,2.0,
52.0,0,3.0,"Quận 9, Hồ Chí Minh",Have certificate,Full,5.0,3.0,3.0
60.0,0,2.0,"Dĩ An, Bình Dương",Have certificate,,5.0,2.0,3.0
75.6,0,1.0,"Tân Phú, Hồ Chí Minh",Have certificate,Full,,,1.0
57.0,0,3.0,"Bình Tân, Hồ Chí Minh",Have certificate,Full,,3.0,3.0
45.0,0,4.0,"Tây Hồ, Hà Nội",Have certificate,Full,4.0,5.0,6.0
48.0,0,,"Hà Đông, Hà Nội",Have certificate,,3.5,1.0,
38.0,0,3.0,"Hà Đông, Hà Nội",Have certificate,Basic,3.7,4.0,4.0
15.0,0,3.0,"Hai Bà Trưng, Hà Nội",Sale contract,,3.0,4.0,3.0
476.0,1,,"Lương Sơn, Hòa Bình",Sale contract,,,,
72.0,0,5.0,"Bình Tân, Hồ Chí Minh",Have certificate,Full,4.0,4.0,4.0
45.0,0,4.0,"Đống Đa, Hà Nội",Have certificate,Full,4.0,4.0,4.0
70.0,0,,"Gia Lâm, Hà Nội",,,5.0,3.0,
139.0,0,2.0,"Bình Tân, Hồ Chí Minh",Have certificate,Full,,1.0,3.0
80.1,0,2.0,"Mỹ Tho, Tiền Giang",Have certificate,Basic,,2.0,3.0
168.0,1,6.0,"Rạch Giá, Kiên Giang",,Basic,7.0,4.0,6.0
100.0,1,3.0,"Ngũ Hành Sơn, Đà Nẵng",Have certificate,Basic,5.0,3.0,3.0
96.0,1,,"Văn Giang, Hưng Yên",Sale contract,,6.0,4.0,
100.0,1,4.0,"Quận 9, Hồ Chí Minh",Have certificate,,5.0,3.0,4.0
38.0,0,,"Hà Đông, Hà Nội",,,,,
33.0,0,2.0,"Bắc Từ Liêm, Hà Nội",Have certificate,Basic,3.5,4.0,3.0
98.0,0,2.0,"Ngũ Hành Sơn, Đà Nẵng",Have certificate,Basic,4.0,1.0,2.0
40.0,0,3.0,"Hoài Đức, Hà Nội",Have certificate,Full,4.0,4.0,4.0
32.0,0,,"Cầu Giấy, Hà Nội",Have certificate,Full,,5.0,3.0
80.0,1,2.0,"Bến Cát, Bình Dương",Have certificate,,,2.0,2.0
85.0,0,1.0,"Long Điền, Bà Rịa Vũng Tàu",Have certificate,Basic,5.0,1.0,2.0
52.0,0,,"Hai Bà Trưng, Hà Nội",Have certificate,,5.0,1.0,
300.0,0,1.0,"Định Quán, Đồng Nai",Have certificate,,,1.0,2.0
48.0,0,,"Hà Đông, Hà Nội",Have certificate,,,,
52.0,0,3.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,Full,,3.0,3.0
38.0,0,4.0,"Ba Đình, Hà Nội",Have certificate,Basic,3.5,5.0,5.0
40.0,0,3.0,"Thanh Khê, Đà Nẵng",Have certificate,Full,5.0,3.0,3.0
52.0,0,2.0,"Quận 1, Hồ Chí Minh",,Basic,,3.0,2.0
38.0,0,4.0,"Hai Bà Trưng, Hà Nội",Have certificate,Basic,3.7,5.0,6.0
38.0,0,4.0,"Đống Đa, Hà Nội",Have certificate,Basic,3.5,6.0,4.0
60.0,1,6.0,"Dĩ An, Bình Dương",,Full,5.0,4.0,4.0
40.0,0,4.0,"Tây Hồ, Hà Nội",Have certificate,Full,,,4.0
75.0,0,2.0,"Quận 12, Hồ Chí Minh",Have certificate,,4.2,1.0,3.0
56.7,0,3.0,"Quận 9, Hồ Chí Minh",Have certificate,Basic,,3.0,3.0
48.0,0,,"Cầu Giấy, Hà Nội",Have certificate,Full,,5.0,6.0
67.0,0,3.0,"Long Biên, Hà Nội",,Full,4.3,4.0,3.0
50.0,0,,"Quận 3, Hồ Chí Minh",Have certificate,Full,,,
75.0,1,5.0,"Kiến An, Hải Phòng",Have certificate,,4.5,4.0,4.0
40.0,0,,"Cầu Giấy, Hà Nội",Have certificate,,,5.0,6.0
51.0,0,1.0,"Hoàng Mai, Hà Nội",Have certificate,Basic,5.2,,1.0
52.0,0,,"Long Biên, Hà Nội",Have certificate,Full,4.0,1.0,
66.0,0,6.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Basic,4.0,4.0,5.0
30.0,0,,"Ba Đình, Hà Nội",Have certificate,,,,5.0
40.0,0,3.0,"Chương Mỹ, Hà Nội",,,4.0,4.0,3.0
33.0,0,3.0,"Long Biên, Hà Nội",Have certificate,Full,4.0,3.0,4.0
47.0,0,3.0,"Hoàng Mai, Hà Nội",Have certificate,,5.0,5.0,4.0
70.0,0,5.0,"Nhà Bè, Hồ Chí Minh",Have certificate,Full,8.0,4.0,4.0
28.0,0,,"Thanh Xuân, Hà Nội",Have certificate,Full,,4.0,
70.0,1,,"Nam Từ Liêm, Hà Nội",,,,,
39.0,0,3.0,"Long Biên, Hà Nội",Have certificate,Full,,4.0,2.0
31.0,0,,"Ba Đình, Hà Nội",Have certificate,Full,13.0,7.0,
115.0,0,5.0,"Quận 12, Hồ Chí Minh",Have certificate,Full,4.7,3.0,5.0
121.8,0,,"Đồ Sơn, Hải Phòng",Have certificate,,5.0,,
60.0,0,2.0,"Nhà Bè, Hồ Chí Minh",Have certificate,Basic,,2.0,2.0
70.0,0,,"Bình Thạnh, Hồ Chí Minh",Have certificate,,,,
74.0,0,4.0,"Quận 9, Hồ Chí Minh",Have certificate,Full,4.0,3.0,3.0
84.0,0,5.0,"Thủ Đức, Hồ Chí Minh",Have certificate,Basic,4.0,4.0,4.0
35.0,0,9.0,"Nam Từ Liêm, Hà Nội",Have certificate,Full,4.0,6.0,9.0
27.2,0,2.0,"Quận 11, Hồ Chí Minh",Have certificate,,,2.0,2.0
75.0,1,4.0,"Văn Giang, Hưng Yên",Have certificate,,5.0,5.0,5.0
120.0,1,3.0,"Phan Thiết, Bình Thuận",Sale contract,,6.0,,4.0
39.0,0,6.0,"Ba Đình, Hà Nội",Sale contract,Basic,4.25,6.0,4.0
57.0,0,4.0,"Bình Tân, Hồ Chí Minh",,,4.0,3.0,4.0
32.0,0,4.0,"Hoàng Mai, Hà Nội",Have certificate,Basic,,5.0,3.0
67.8,0,3.0,"Dĩ An, Bình Dương",Have certificate,,4.2,3.0,3.0
50.0,1,4.0,"Nhà Bè, Hồ Chí Minh",Have certificate,Full,4.0,4.0,4.0
35.0,0,4.0,"Nam Từ Liêm, Hà Nội",Have certificate,Basic,7.0,5.0,4.0
60.0,0,7.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,4.0,4.0,6.0
115.0,1,5.0,"Thủ Dầu Một, Bình Dương",Have certificate,Basic,16.0,4.0,4.0
60.0,0,2.0,"Dĩ An, Bình Dương",Have certificate,,6.0,2.0,3.0
93.0,0,2.0,"Bình Chánh, Hồ Chí Minh",Have certificate,Basic,6.0,2.0,4.0
60.0,0,4.0,"Quận 7, Hồ Chí Minh",Have certificate,Basic,5.0,4.0,4.0
41.0,0,3.0,"Hoài Đức, Hà Nội",Have certificate,Basic,,4.0,4.0
55.0,0,,"Thủ Đức, Hồ Chí Minh",,,5.0,3.0,4.0
62.0,0,5.0,"Phú Nhuận, Hồ Chí Minh",Have certificate,Full,,5.0,5.0
81.0,0,,"Tân Phú, Hồ Chí Minh",,,,3.0,
38.0,0,3.0,"Chương Mỹ, Hà Nội",,,,3.0,4.0
124.0,0,,"Gia Lâm, Hà Nội",,,,5.0,
43.0,0,4.0,"Hoài Đức, Hà Nội",Have certificate,Full,43.0,5.0,4.0
76.0,0,,"Gò Vấp, Hồ Chí Minh",Have certificate,,,4.0,
44.0,0,,"Tân Phú, Hồ Chí Minh",,,,5.0,6.0
31.0,0,4.0,"Thanh Xuân, Hà Nội",,Full,4.0,5.0,4.0
75.0,0,2.0,"Cần Giuộc, Long An",,Basic,5.0,2.0,2.0
78.0,0,3.0,"Thủ Đức, Hồ Chí Minh",Have certificate,Full,4.0,3.0,4.0
66.0,0,4.0,"Bắc Từ Liêm, Hà Nội",Have certificate,Basic,4.5,5.0,4.0
32.0,0,3.0,"Bắc Từ Liêm, Hà Nội",Have certificate,Full,3.9,3.0,3.0
85.0,0,4.0,"Sơn Trà, Đà Nẵng",,,,3.0,5.0
66.0,0,5.0,"Quận 7, Hồ Chí Minh",Have certificate,Full,4.0,5.0,4.0
120.0,0,,"Quận 9, Hồ Chí Minh",,,10.0,2.0,3.0
50.0,0,,"Đống Đa, Hà Nội",Have certificate,,4.2,5.0,4.0
125.0,1,,"Buôn Ma Thuột, Đắk Lắk",Have certificate,,5.0,4.0,
51.0,0,4.0,"Quận 12, Hồ Chí Minh",Have certificate,Basic,4.0,4.0,4.0
18.0,0,3.0,"Hai Bà Trưng, Hà Nội",,Full,,5.0,2.0
75.0,0,2.0,"Bình Tân, Hồ Chí Minh",Have certificate,Full,5.0,2.0,2.0
56.0,0,5.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,Basic,4.1,4.0,4.0
25.3,0,3.0,"Nha Trang, Khánh Hòa",Have certificate,,,4.0,4.0
41.4,0,2.0,"Quận 12, Hồ Chí Minh",Have certificate,,,2.0,2.0
45.0,0,4.0,"Tây Hồ, Hà Nội",Have certificate,Full,,5.0,6.0
50.0,0,3.0,"Thủ Đức, Hồ Chí Minh",Have certificate,Basic,3.47,3.0,4.0
35.0,0,4.0,"Hà Đông, Hà Nội",Have certificate,Full,3.8,5.0,4.0
312.0,0,2.0,"An Dương, Hải Phòng",Have certificate,,12.0,3.0,4.0
33.0,0,4.0,"Hà Đông, Hà Nội",Have certificate,Basic,,5.0,3.0
30.0,0,4.0,"Ba Đình, Hà Nội",Have certificate,Full,3.1,5.0,3.0
71.4,0,3.0,"Ngô Quyền, Hải Phòng",Have certificate,Full,4.0,4.0,4.0
35.0,0,3.0,"Quận 10, Hồ Chí Minh",Have certificate,,,3.0,4.0
102.0,0,2.0,"Dĩ An, Bình Dương",Have certificate,,4.5,2.0,2.0
240.0,0,4.0,"Quận 12, Hồ Chí Minh",Have certificate,Basic,10.0,1.0,4.0
50.0,1,1.0,"Liên Chiểu, Đà Nẵng",Sale contract,Full,,,1.0
58.0,0,3.0,"Bình Thạnh, Hồ Chí Minh",,,,3.0,3.0
116.0,0,5.0,"Thủ Đức, Hồ Chí Minh",Have certificate,,7.0,1.0,5.0
60.0,0,3.0,"Bình Tân, Hồ Chí Minh",,,4.0,3.0,4.0
35.0,0,3.0,"Bắc Từ Liêm, Hà Nội",Have certificate,Full,,4.0,3.0
68.3,0,,"An Dương, Hải Phòng",Have certificate,Basic,,3.0,
40.0,0,2.0,"Thanh Xuân, Hà Nội",Have certificate,Full,4.3,3.0,3.0
150.0,1,2.0,"Bến Cát, Bình Dương",Have certificate,,5.0,3.0,2.0
72.0,1,2.0,"Tân Uyên, Bình Dương",Have certificate,Full,45.0,2.0,3.0
35.0,0,3.0,"Hà Đông, Hà Nội",Have certificate,Basic,4.0,5.0,3.0
45.0,0,,"Đống Đa, Hà Nội",,,4.0,6.0,
50.0,0,4.0,"Ba Đình, Hà Nội",Have certificate,,4.0,5.0,6.0
100.0,0,4.0,"Sa Pa, Lào Cai",Have certificate,,5.0,3.0,6.0
75.0,0,2.0,"Quận Hải Châu, Đà Nẵng",,,5.0,2.0,3.0
38.0,0,3.0,"Thanh Xuân, Hà Nội",Have certificate,Full,6.3,4.0,3.0
48.0,0,,"Quận 10, Hồ Chí Minh",,,,5.0,
44.0,0,,"Tân Phú, Hồ Chí Minh",,,,2.0,
16.0,0,3.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,Full,3.3,3.0,2.0
54.0,0,6.0,"Long Biên, Hà Nội",Have certificate,Full,4.3,5.0,5.0
80.0,1,4.0,"Bến Lức, Long An",Have certificate,Full,,3.0,4.0
47.0,0,1.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,Basic,4.5,1.0,1.0
80.0,0,,"Tân Phú, Hồ Chí Minh",,,,1.0,
40.0,0,3.0,"Thanh Trì, Hà Nội",Have certificate,,,4.0,4.0
74.0,0,1.0,"Thanh Hóa, Thanh Hóa",Have certificate,Basic,3.65,2.0,3.0
43.0,0,3.0,"Hải Châu, Đà Nẵng",Have certificate,Full,,4.0,3.0
156.0,0,2.0,"Bình Tân, Hồ Chí Minh",Have certificate,Full,6.0,1.0,4.0
56.0,0,3.0,"Sơn Trà, Đà Nẵng",Have certificate,,4.0,4.0,3.0
40.0,0,2.0,"Tân Phú, Hồ Chí Minh",Have certificate,,,2.0,2.0
41.0,0,5.0,"Ba Đình, Hà Nội",Have certificate,Full,,4.0,4.0
28.0,0,3.0,"Hai Bà Trưng, Hà Nội",Have certificate,Full,3.0,4.0,4.0
52.0,0,1.0,"Gia Lâm, Hà Nội",Have certificate,,4.0,1.0,2.0
32.1,0,4.0,"Hà Đông, Hà Nội",Have certificate,Basic,4.0,4.0,3.0
37.0,0,,"Thanh Trì, Hà Nội",Have certificate,,,4.0,3.0
45.0,0,4.0,"Thanh Trì, Hà Nội",,,,5.0,5.0
38.0,0,,"Long Biên, Hà Nội",,Basic,,,
27.0,0,2.0,"Nhà Bè, Hồ Chí Minh",Have certificate,Full,3.0,2.0,2.0
129.0,0,,"Dĩ An, Bình Dương",Have certificate,,5.0,,2.0
138.0,1,3.0,"Quận 9, Hồ Chí Minh",,,7.0,3.0,5.0
112.5,0,1.0,"Dĩ An, Bình Dương",Have certificate,Basic,4.0,1.0,1.0
40.0,0,3.0,"Long Biên, Hà Nội",Have certificate,,8.0,5.0,3.0
65.0,0,2.0,"Bình Tân, Hồ Chí Minh",Have certificate,Basic,4.0,2.0,3.0
55.0,0,,"Cầu Giấy, Hà Nội",Have certificate,Full,5.0,5.0,4.0
35.0,0,3.0,"Hà Đông, Hà Nội",Have certificate,Basic,,4.0,4.0
33.0,0,,"Hoài Đức, Hà Nội",Have certificate,Full,,5.0,3.0
54.2,0,2.0,"An Dương, Hải Phòng",Have certificate,Basic,4.5,3.0,3.0
35.0,0,3.0,"Cầu Giấy, Hà Nội",Have certificate,Full,3.3,4.0,4.0
27.0,0,2.0,"Gò Vấp, Hồ Chí Minh",Have certificate,,,2.0,2.0
40.0,0,5.0,"Long Biên, Hà Nội",Have certificate,Full,6.0,6.0,3.0
50.0,0,4.0,"Long Biên, Hà Nội",Have certificate,Full,6.1,6.0,4.0
75.0,1,,"Hạ Long, Quảng Ninh",Sale contract,,6.5,5.0,8.0
32.0,0,,"Cầu Giấy, Hà Nội",Have certificate,Basic,,5.0,3.0
36.0,0,4.0,"Tân Phú, Hồ Chí Minh",,,,4.0,4.0
106.0,0,5.0,"Biên Hòa, Đồng Nai",Have certificate,,,3.0,5.0
60.0,0,2.0,"Tân Phú, Hồ Chí Minh",Have certificate,,,2.0,2.0
45.0,0,4.0,"Hoàng Mai, Hà Nội",Have certificate,Full,5.5,5.0,6.0
100.0,0,1.0,"Điện Bàn, Quảng Nam",Have certificate,Full,,1.0,2.0
60.0,0,2.0,"Quận 7, Hồ Chí Minh",Have certificate,Basic,4.0,2.0,2.0
61.6,0,4.0,"Thuận An, Bình Dương",Have certificate,,4.0,3.0,4.0
56.0,0,4.0,"Hai Bà Trưng, Hà Nội",Have certificate,Full,6.0,4.0,4.0
48.9,0,4.0,"Long Biên, Hà Nội",Have certificate,Basic,3.8,5.0,3.0
45.0,0,,"Cầu Giấy, Hà Nội",Have certificate,Full,,5.0,6.0
100.0,0,4.0,"Cẩm Lệ, Đà Nẵng",Have certificate,Full,,3.0,4.0
70.0,0,3.0,"Bình Tân, Hồ Chí Minh",Have certificate,Full,5.5,2.0,3.0
127.0,1,4.0,"Kim Bảng, Hà Nam",Have certificate,Basic,8.0,4.0,6.0
23.2,0,3.0,"Phú Nhuận, Hồ Chí Minh",Have certificate,Basic,,3.0,3.0
58.0,0,2.0,"Tân Phú, Hồ Chí Minh",Have certificate,Full,,2.0,2.0
67.5,0,,"Dĩ An, Bình Dương",Have certificate,,4.0,,
42.6,0,3.0,"Hoài Đức, Hà Nội",Have certificate,Basic,3.5,4.0,4.0
58.0,0,,"Bình Tân, Hồ Chí Minh",,,4.0,,
80.0,0,2.0,"Tân Bình, Hồ Chí Minh",Have certificate,Full,,2.0,3.0
168.0,1,,"Tân Uyên, Bình Dương",,,7.0,,
72.9,0,,"Nha Trang, Khánh Hòa",Have certificate,Basic,,,
32.0,0,,"Hoài Đức, Hà Nội",Have certificate,Full,,5.0,
240.0,0,3.0,"Quy Nhơn, Bình Định",,Basic,,2.0,3.0
42.0,0,4.0,"Thanh Xuân, Hà Nội",Have certificate,,,4.0,4.0
65.0,1,,"Văn Giang, Hưng Yên",Have certificate,,5.0,5.0,
17.0,0,3.0,"Hai Bà Trưng, Hà Nội",Have certificate,,,4.0,2.0
84.1,0,5.0,"Thủ Đức, Hồ Chí Minh",Have certificate,Full,4.0,4.0,4.0
60.75,0,4.0,"Quận 11, Hồ Chí Minh",Have certificate,Full,4.5,5.0,4.0
43.0,0,,"Hoàng Mai, Hà Nội",Have certificate,Full,,5.0,4.0
48.0,0,3.0,"Quận 1, Hồ Chí Minh",,,6.0,3.0,6.0
40.0,0,,"Nam Từ Liêm, Hà Nội",,,,5.0,
139.0,1,2.0,"Long Biên, Hà Nội",Have certificate,Full,5.0,2.0,4.0
50.0,0,2.0,"Tân Phú, Hồ Chí Minh",Have certificate,Full,5.0,2.0,2.0
72.0,0,4.0,"Bình Tân, Hồ Chí Minh",Have certificate,Basic,4.2,3.0,4.0
36.0,0,4.0,"Hoàng Mai, Hà Nội",Have certificate,Full,4.0,5.0,4.0
44.0,0,4.0,"Nam Từ Liêm, Hà Nội",Have certificate,Full,3.8,5.0,6.0
38.0,0,5.0,"Đống Đa, Hà Nội",Have certificate,Basic,5.1,6.0,4.0
55.0,0,6.0,"Đống Đa, Hà Nội",Have certificate,Full,,6.0,8.0
73.0,0,2.0,"Thuận An, Bình Dương",Have certificate,Full,5.0,2.0,2.0
62.0,0,,"Quận 7, Hồ Chí Minh",Have certificate,,,,5.0
78.0,1,,"Văn Giang, Hưng Yên",,,6.0,,
45.0,0,,"Tây Hồ, Hà Nội",Have certificate,,,,
33.0,0,,"Tây Hồ, Hà Nội",,,,3.0,
35.0,0,4.0,"Hai Bà Trưng, Hà Nội",Have certificate,Full,4.0,5.0,4.0
32.0,0,4.0,"Hoài Đức, Hà Nội",Have certificate,Basic,3.2,4.0,3.0
31.0,0,6.0,"Ba Đình, Hà Nội",Have certificate,Full,4.0,6.0,6.0
45.0,0,4.0,"Hoàng Mai, Hà Nội",Have certificate,Full,4.0,5.0,6.0
39.0,0,4.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,4.3,4.0,4.0
57.0,0,3.0,"Ba Đình, Hà Nội",Have certificate,Full,4.2,4.0,5.0
33.0,0,5.0,"Tây Hồ, Hà Nội",Have certificate,,4.55,6.0,4.0
38.8,0,,"Hoàng Mai, Hà Nội",,,,5.0,
50.0,0,3.0,"Bình Tân, Hồ Chí Minh",Have certificate,,,3.0,6.0
22.0,0,1.0,"Hoàng Mai, Hà Nội",,Full,,,2.0
52.6,0,4.0,"Bắc Từ Liêm, Hà Nội",Have certificate,Full,,4.0,3.0
100.0,0,,"Quận 9, Hồ Chí Minh",Have certificate,,8.0,,
72.0,0,1.0,"Biên Hòa, Đồng Nai",Have certificate,Basic,,1.0,2.0
105.0,0,4.0,"An Dương, Hải Phòng",Have certificate,Basic,,3.0,3.0
36.5,0,2.0,"Thanh Khê, Đà Nẵng",Have certificate,,,,2.0
50.0,0,3.0,"Nam Từ Liêm, Hà Nội",Have certificate,,4.0,4.0,4.0
72.0,0,1.0,"Thủ Dầu Một, Bình Dương",Have certificate,,,2.0,3.0
100.0,0,3.0,"Quận 12, Hồ Chí Minh",Have certificate,,4.4,2.0,3.0
42.0,0,2.0,"Quận 7, Hồ Chí Minh",Have certificate,Basic,3.55,2.0,2.0
70.0,0,,"Hai Bà Trưng, Hà Nội",,,,5.0,
52.5,0,2.0,"Quận 12, Hồ Chí Minh",Have certificate,Basic,5.0,2.0,2.0
34.0,0,2.0,"Gò Vấp, Hồ Chí Minh",,,,2.0,2.0
55.0,0,5.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,5.0,5.0,4.0
54.0,0,2.0,"Quận 1, Hồ Chí Minh",Have certificate,Basic,4.85,2.0,3.0
35.0,0,2.0,"Gò Vấp, Hồ Chí Minh",Have certificate,,5.0,2.0,2.0
28.0,0,2.0,"Quận 3, Hồ Chí Minh",Have certificate,Full,3.0,2.0,2.0
61.2,0,,"Tân Bình, Hồ Chí Minh",Have certificate,Basic,,2.0,
35.0,0,1.0,"Nam Từ Liêm, Hà Nội",Have certificate,,3.3,1.0,1.0
46.0,0,,"Đông Anh, Hà Nội",Have certificate,Basic,,3.0,
45.0,0,3.0,"Bắc Từ Liêm, Hà Nội",Have certificate,Full,3.7,4.0,4.0
75.0,0,4.0,"Long Biên, Hà Nội",Have certificate,Full,4.0,6.0,3.0
41.0,0,1.0,"Bắc Từ Liêm, Hà Nội",Have certificate,Full,,1.0,1.0
96.6,0,9.0,"Ngũ Hành Sơn, Đà Nẵng",Have certificate,Full,,3.0,9.0
43.0,0,4.0,"Nam Từ Liêm, Hà Nội",Have certificate,Basic,4.3,5.0,4.0
60.0,0,3.0,"Đống Đa, Hà Nội",Have certificate,Full,3.0,4.0,3.0
39.0,0,,"Hà Đông, Hà Nội",Have certificate,Full,3.3,4.0,
75.0,0,,"Gò Vấp, Hồ Chí Minh",,,,2.0,
40.0,0,3.0,"Quận 4, Hồ Chí Minh",Have certificate,Full,4.0,4.0,3.0
43.5,0,6.0,"Hà Đông, Hà Nội",Have certificate,Basic,3.55,5.0,4.0
28.0,0,,"Hoàng Mai, Hà Nội",Sale contract,,,,2.0
51.0,0,4.0,"Hà Đông, Hà Nội",Have certificate,Full,,5.0,6.0
31.5,0,3.0,"Quận 5, Hồ Chí Minh",Have certificate,,3.5,4.0,2.0
58.0,0,,"Quận 12, Hồ Chí Minh",,,,3.0,3.0
68.0,0,6.0,"Cầu Giấy, Hà Nội",,,,4.0,4.0
76.6,0,3.0,"Dĩ An, Bình Dương",Have certificate,,5.0,2.0,4.0
15.5,0,1.0,"Quận 4, Hồ Chí Minh",Have certificate,Basic,3.0,1.0,1.0
111.0,1,4.0,"Nhà Bè, Hồ Chí Minh",,,6.0,3.0,5.0
48.0,0,3.0,"Bình Tân, Hồ Chí Minh",Have certificate,,4.0,3.0,4.0
32.0,0,4.0,"Nam Từ Liêm, Hà Nội",Have certificate,Basic,4.8,5.0,3.0
33.0,0,,"Hoàng Mai, Hà Nội",Have certificate,Full,,4.0,4.0
105.0,1,2.0,"Nha Trang, Khánh Hòa",Have certificate,,5.0,2.0,2.0
150.0,0,1.0,"Hóc Môn, Hồ Chí Minh",Have certificate,,7.0,,1.0
41.0,0,5.0,"Hoàng Mai, Hà Nội",Have certificate,Full,3.5,5.0,5.0
50.0,0,,"Long Biên, Hà Nội",,,4.0,,
80.0,0,,"Tân Phú, Hồ Chí Minh",,,,2.0,
36.0,0,,"Hoàng Mai, Hà Nội",Have certificate,,4.5,3.0,
120.0,1,,"Lào Cai, Lào Cai",Have certificate,,5.0,,
61.0,0,,"Quận 3, Hồ Chí Minh",Have certificate,Full,,3.0,
50.0,1,5.0,"Nhà Bè, Hồ Chí Minh",Have certificate,,,3.0,4.0
48.0,0,,"Nam Từ Liêm, Hà Nội",Have certificate,Full,4.0,4.0,4.0
60.0,0,1.0,"Vũng Tàu, Bà Rịa Vũng Tàu",Have certificate,,,,1.0
30.5,0,,"Nam Từ Liêm, Hà Nội",Have certificate,,,5.0,
46.0,0,,"Hà Đông, Hà Nội",Have certificate,,3.1,4.0,
225.0,1,3.0,"Bến Lức, Long An",Sale contract,,12.0,,4.0
175.5,0,2.0,"Long Điền, Bà Rịa Vũng Tàu",,,6.5,2.0,3.0
97.0,0,,"Liên Chiểu, Đà Nẵng",,,,3.0,
