area,frontage,access_road,house_direction,balcony_direction,floors,bedrooms,bathrooms,legal_status,furniture_state,price,new_address,condo_complex
42.0,5.0,2.5,,,6.0,6.0,5.0,Have certificate,Full,7.9,"Đống Đa, Hà Nội",0
64.0,,,,,2.0,,,Have certificate,Basic,5.4,"Tân Bình, Hồ Chí Minh",0
110.0,6.6,6.0,,,,3.0,,Have certificate,,9.0,"Tân Bình, Hồ Chí Minh",0
43.0,,,,,5.0,4.0,5.0,Have certificate,Full,6.95,"Bắc Từ Liêm, Hà Nội",0
75.0,5.0,10.0,Đông - Bắc,,,,,Have certificate,,7.8,"Quận 9, Hồ Chí Minh",1
167.0,8.0,6.0,Tây,Tây,1.0,4.0,3.0,Have certificate,Basic,1.9,"Diên Khánh, Khánh Hòa",0
56.0,4.0,6.0,,,1.0,2.0,1.0,Have certificate,,3.38,"Quận 12, Hồ Chí Minh",0
45.0,,,,,5.0,4.0,3.0,Have certificate,Full,6.8,"Long Biên, Hà Nội",0
32.0,,4.0,,,2.0,2.0,2.0,Have certificate,Basic,4.5,"Quận 10, Hồ Chí Minh",0
82.5,,8.0,,,2.0,,,Have certificate,Full,9.2,"Bình Thạnh, Hồ Chí Minh",0
63.0,4.5,5.0,Nam,Nam,4.0,4.0,3.0,Have certificate,Full,8.6,"Bắc Từ Liêm, Hà Nội",0
171.0,8.4,,Bắc,,,,,Have certificate,,9.8,"Lê Chân, Hải Phòng",0
85.4,,,,,,,,Have certificate,,8.0,"Tân Phú, Hồ Chí Minh",0
81.0,,,,,,,,,,3.15,"Thuận An, Bình Dương",0
30.0,4.7,,,,5.0,3.0,4.0,Have certificate,Full,4.95,"Nam Từ Liêm, Hà Nội",0
50.0,,,,,3.0,3.0,,,,8.1,"Bình Thạnh, Hồ Chí Minh",0
79.0,4.5,,,,3.0,4.0,5.0,Have certificate,Basic,9.5,"Bình Thạnh, Hồ Chí Minh",0
58.0,4.0,,Tây - Bắc,Tây - Bắc,2.0,2.0,2.0,Have certificate,Basic,3.5,"Hóc Môn, Hồ Chí Minh",0
50.0,,,,,5.0,6.0,4.0,Have certificate,Full,8.9,"Thanh Xuân, Hà Nội",0
19.0,,,,,5.0,3.0,4.0,Have certificate,Full,3.95,"Hai Bà Trưng, Hà Nội",0
38.0,,8.0,Nam,,2.0,3.0,2.0,,Full,4.9,"Bình Thạnh, Hồ Chí Minh",0
22.0,,,,,4.0,3.0,4.0,Have certificate,Full,3.68,"Đống Đa, Hà Nội",0
50.0,7.0,,,,3.0,3.0,3.0,Have certificate,Full,6.65,"Thanh Xuân, Hà Nội",0
18.0,,,,,4.0,3.0,2.0,Have certificate,Full,2.45,"Đống Đa, Hà Nội",0
84.0,6.0,14.0,Nam,Nam,1.0,2.0,1.0,Have certificate,,2.8,"Lý Sơn, Quảng Ngãi",0
105.0,,,,,,,,,,3.15,"Thuận An, Bình Dương",0
43.0,,,Đông - Nam,,4.0,3.0,3.0,Have certificate,Full,3.85,"Hải Châu, Đà Nẵng",0
160.0,,,,,4.0,3.0,3.0,,,8.95,"Ba Đình, Hà Nội",0
176.0,,,,,4.0,4.0,5.0,Have certificate,Basic,8.5,"Thủ Dầu Một, Bình Dương",1
62.3,7.55,,,,4.0,9.0,9.0,Have certificate,,7.7,"Quận 8, Hồ Chí Minh",0
97.0,,2.0,,,4.0,4.0,3.0,Have certificate,Basic,9.0,"Thanh Xuân, Hà Nội",0
60.0,4.2,,Đông - Nam,,3.0,4.0,4.0,Have certificate,,10.0,"Nha Trang, Khánh Hòa",0
49.0,,,,,1.0,1.0,1.0,Have certificate,,5.0,"Quận 2, Hồ Chí Minh",0
52.0,4.07,4.0,Đông,Đông,2.0,2.0,2.0,Have certificate,,4.9,"Bình Tân, Hồ Chí Minh",0
84.0,4.0,16.0,Nam,Nam,2.0,2.0,2.0,Have certificate,,9.3,"Bình Tân, Hồ Chí Minh",0
30.0,,,,,4.0,3.0,2.0,Have certificate,Basic,7.2,"Quận 1, Hồ Chí Minh",0
84.0,4.0,16.0,Tây,Tây,3.0,3.0,2.0,Have certificate,,9.5,"Bình Tân, Hồ Chí Minh",0
46.0,46.0,3.0,Tây - Nam,Tây - Nam,2.0,4.0,2.0,Have certificate,Basic,6.0,"Quận 1, Hồ Chí Minh",0
45.0,,,,,4.0,3.0,3.0,Have certificate,,9.8,"Đống Đa, Hà Nội",0
52.0,,,,,4.0,3.0,4.0,,,8.99,"Bình Thạnh, Hồ Chí Minh",0
43.0,5.5,8.0,,,5.0,4.0,4.0,Have certificate,Full,5.85,"Thanh Xuân, Hà Nội",0
44.0,3.0,,,,3.0,2.0,2.0,,,6.2,"Bình Thạnh, Hồ Chí Minh",0
48.0,3.0,,,,4.0,,,Have certificate,Full,8.6,"Quận 1, Hồ Chí Minh",0
32.0,,3.0,,,4.0,3.0,3.0,Have certificate,,4.3,"Bình Thạnh, Hồ Chí Minh",0
80.0,4.0,8.0,Tây - Nam,Tây - Nam,2.0,4.0,2.0,Have certificate,Basic,2.1,"Trảng Bom, Đồng Nai",0
62.0,5.0,3.0,,,4.0,3.0,3.0,Have certificate,Full,8.9,"Đống Đa, Hà Nội",0
35.4,,3.0,,,2.0,2.0,2.0,Have certificate,,3.75,"Bình Thạnh, Hồ Chí Minh",0
65.0,,,,,,8.0,,Have certificate,Full,9.9,"Đống Đa, Hà Nội",0
240.0,8.0,5.0,,,,3.0,2.0,Have certificate,Full,2.79,"Tân An, Long An",0
30.0,3.7,5.0,,,5.0,3.0,4.0,Have certificate,,4.5,"Bắc Từ Liêm, Hà Nội",0
50.6,,,,,6.0,4.0,5.0,Have certificate,,6.5,"Gò Vấp, Hồ Chí Minh",0
85.0,5.0,13.0,Đông - Nam,Đông - Nam,,,,Have certificate,,4.8,"Thanh Hóa, Thanh Hóa",1
39.0,4.0,10.0,Tây - Bắc,,5.0,5.0,5.0,,,6.15,"Hà Đông, Hà Nội",0
40.0,3.46,2.0,Đông - Bắc,,4.0,4.0,3.0,Have certificate,Basic,4.4,"Thanh Trì, Hà Nội",0
39.0,,,,,5.0,3.0,4.0,Have certificate,Full,4.95,"Long Biên, Hà Nội",0
41.0,4.0,6.0,Đông - Bắc,,,3.0,4.0,Have certificate,Full,8.45,"Gò Vấp, Hồ Chí Minh",0
32.0,42.0,,,,5.0,3.0,4.0,Have certificate,Full,6.3,"Ba Đình, Hà Nội",0
45.0,3.0,2.5,,,6.0,8.0,9.0,Have certificate,,8.0,"Hoài Đức, Hà Nội",0
68.0,,,,,5.0,6.0,6.0,Have certificate,Full,6.09,"Quận 12, Hồ Chí Minh",0
72.0,4.0,5.0,Đông,,3.0,,,Have certificate,,7.2,"Tân Phú, Hồ Chí Minh",0
35.0,4.6,2.5,,,5.0,3.0,4.0,Have certificate,Full,4.3,"Hoài Đức, Hà Nội",0
59.0,5.9,5.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Basic,2.25,"Kiến An, Hải Phòng",0
40.0,4.0,4.0,Bắc,Bắc,3.0,3.0,2.0,Have certificate,,1.4,"Dương Kinh, Hải Phòng",0
50.0,,,,,2.0,2.0,2.0,Have certificate,,4.1,"Bình Thạnh, Hồ Chí Minh",0
45.0,,,,,5.0,3.0,4.0,Have certificate,Full,6.6,"Đống Đa, Hà Nội",0
66.0,6.0,40.0,,,2.0,2.0,2.0,Have certificate,Full,3.75,"Hải Châu, Đà Nẵng",0
68.26,3.2,,Đông - Nam,,,,,Have certificate,,7.0,"Ninh Kiều, Cần Thơ",0
58.0,,8.0,,,4.0,3.0,4.0,Have certificate,,8.6,"Tân Phú, Hồ Chí Minh",0
123.0,8.0,8.0,,,2.0,4.0,2.0,Have certificate,,5.6,"Hóc Môn, Hồ Chí Minh",0
110.0,4.0,14.0,Tây,,1.0,2.0,2.0,Have certificate,,6.0,"Hóc Môn, Hồ Chí Minh",0
90.0,4.5,24.0,Tây - Nam,Tây - Nam,3.0,3.0,2.0,Have certificate,Basic,7.5,"Vĩnh Yên, Vĩnh Phúc",0
93.0,,12.0,,,4.0,5.0,5.0,Have certificate,,9.7,"Thủ Đức, Hồ Chí Minh",0
88.0,4.0,10.0,Đông - Nam,,,2.0,,Have certificate,,4.5,"Hóc Môn, Hồ Chí Minh",0
250.0,,,,,,,,Have certificate,,4.9,"Biên Hòa, Đồng Nai",0
50.0,4.0,,,,4.0,4.0,3.0,Have certificate,Basic,8.9,"Hoàng Mai, Hà Nội",0
40.0,,,,,5.0,,,Have certificate,Full,7.4,"Đống Đa, Hà Nội",0
31.0,,,,,2.0,2.0,3.0,,,3.9,"Quận 3, Hồ Chí Minh",0
40.0,,,,,4.0,,,Have certificate,Full,7.8,"Đống Đa, Hà Nội",0
80.0,4.0,5.0,Tây - Nam,,2.0,2.0,2.0,Have certificate,Basic,6.8,"Thủ Đức, Hồ Chí Minh",0
89.0,,6.0,,,,,,,,7.9,"Quận 7, Hồ Chí Minh",0
41.0,4.0,4.5,Tây - Nam,Tây - Nam,3.0,3.0,2.0,Have certificate,Basic,2.65,"Chương Mỹ, Hà Nội",0
50.0,4.0,10.0,,,2.0,,,Have certificate,,8.4,"Quận 7, Hồ Chí Minh",0
90.0,,,,,2.0,4.0,3.0,Have certificate,Full,7.5,"Quận 7, Hồ Chí Minh",0
62.0,4.0,3.0,,,2.0,3.0,2.0,Have certificate,,2.1,"Biên Hòa, Đồng Nai",0
90.0,,,,,,,,Have certificate,,8.7,"Quận 7, Hồ Chí Minh",0
66.0,,,,,3.0,,,Have certificate,Full,6.9,"Quận 11, Hồ Chí Minh",0
50.0,,,,,,,,,,5.0,"Thanh Trì, Hà Nội",0
69.0,5.1,10.0,,,5.0,5.0,5.0,Have certificate,,9.5,"Tân Bình, Hồ Chí Minh",0
50.0,5.0,,,,3.0,3.0,3.0,Have certificate,,6.2,"Quận 4, Hồ Chí Minh",0
92.0,4.0,8.0,Đông - Nam,Đông - Nam,4.0,5.0,3.0,Have certificate,Full,8.1,"Bình Tân, Hồ Chí Minh",0
74.0,,,,,4.0,4.0,,Have certificate,,9.2,"Quận 7, Hồ Chí Minh",0
46.0,,,,,,,,,,3.35,"Lê Chân, Hải Phòng",0
346.0,,,,,,5.0,3.0,Have certificate,,2.6,"Trần Văn Thời, Cà Mau",0
90.0,,,,,5.0,5.0,6.0,Have certificate,,8.5,"Gò Vấp, Hồ Chí Minh",0
44.0,4.0,4.0,,,2.0,2.0,,Have certificate,,4.95,"Gò Vấp, Hồ Chí Minh",0
35.0,,,,,5.0,4.0,,Have certificate,Full,4.9,"Thanh Xuân, Hà Nội",0
40.0,,,,,4.0,4.0,,Have certificate,,6.0,"Hoàng Mai, Hà Nội",0
58.0,5.8,,,,,,,Have certificate,,8.3,"Quận 7, Hồ Chí Minh",0
56.0,,6.0,,,5.0,4.0,5.0,Have certificate,Full,8.3,"Gò Vấp, Hồ Chí Minh",0
81.2,,,,,,,,Have certificate,,10.0,"Quận 7, Hồ Chí Minh",1
61.0,,,,,,,,Have certificate,Basic,2.1,"Liên Chiểu, Đà Nẵng",1
88.0,4.0,5.0,Tây,,,1.0,1.0,Have certificate,Basic,7.1,"Bình Tân, Hồ Chí Minh",0
47.0,,,,,,,,,,3.04,"Lê Chân, Hải Phòng",0
72.0,4.3,,,,4.0,4.0,,Have certificate,,10.0,"Đống Đa, Hà Nội",0
30.0,,,,,4.0,4.0,3.0,Have certificate,Full,6.25,"Cầu Giấy, Hà Nội",0
43.0,,,,,5.0,,,Have certificate,Full,6.8,"Đống Đa, Hà Nội",0
40.0,,,,,6.0,3.0,6.0,Have certificate,Full,7.6,"Đống Đa, Hà Nội",0
50.0,,,,,4.0,3.0,4.0,Have certificate,Basic,8.8,"Đống Đa, Hà Nội",0
55.0,,,,,4.0,4.0,5.0,Have certificate,Basic,7.5,"Đống Đa, Hà Nội",0
208.0,10.0,13.0,Đông - Nam,Đông - Nam,,,,Have certificate,,5.8,"Đông Hà, Quảng Trị",1
67.0,,6.0,,,2.0,3.0,2.0,Have certificate,Basic,4.5,"Quận 12, Hồ Chí Minh",0
72.0,6.0,4.0,,,4.0,4.0,4.0,Have certificate,Basic,6.5,"Thủ Đức, Hồ Chí Minh",0
68.0,4.5,4.0,Tây - Bắc,Tây - Bắc,2.0,1.0,1.0,Have certificate,Full,2.49,"Cẩm Lệ, Đà Nẵng",0
63.0,3.6,5.0,,,4.0,4.0,4.0,Have certificate,Full,7.9,"Quận 6, Hồ Chí Minh",0
37.0,,,,,5.0,3.0,,Have certificate,,4.95,"Long Biên, Hà Nội",0
84.0,,,,,2.0,3.0,2.0,Have certificate,,2.69,"Biên Hòa, Đồng Nai",0
40.0,,,,,,,,,,4.0,"Thanh Trì, Hà Nội",0
31.0,4.0,,,,4.0,3.0,4.0,Have certificate,,7.6,"Nam Từ Liêm, Hà Nội",0
23.0,,,,,,,,,,1.39,"Nhà Bè, Hồ Chí Minh",0
60.0,4.0,8.0,,,2.0,3.0,3.0,Have certificate,Full,6.7,"Tân Phú, Hồ Chí Minh",0
65.0,4.35,3.0,,,2.0,3.0,2.0,Have certificate,Basic,6.0,"Quận 2, Hồ Chí Minh",0
122.2,10.52,5.0,Đông - Nam,Đông - Nam,,3.0,1.0,Have certificate,Full,4.9,"Phú Quốc, Kiên Giang",0
125.0,5.0,48.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Basic,7.5,"Ngũ Hành Sơn, Đà Nẵng",0
90.0,7.0,10.5,Đông - Nam,Đông - Nam,2.0,2.0,1.0,Have certificate,Basic,7.15,"Thanh Khê, Đà Nẵng",0
64.0,,,,,4.0,5.0,6.0,,,8.9,"Quận 6, Hồ Chí Minh",0
64.0,4.0,8.0,,,2.0,,,,,6.45,"Quận 6, Hồ Chí Minh",0
48.0,4.0,,Nam,,3.0,4.0,3.0,,,7.5,"Quận 6, Hồ Chí Minh",0
108.0,6.0,,Đông - Bắc,,3.0,4.0,,,,7.75,"Nha Trang, Khánh Hòa",1
40.0,4.0,8.0,,,3.0,4.0,4.0,Have certificate,,6.75,"Quận 6, Hồ Chí Minh",0
60.0,,,,,,5.0,6.0,Have certificate,,9.5,"Quận 6, Hồ Chí Minh",0
40.0,4.5,3.5,,,5.0,,,Have certificate,Full,5.38,"Hoàng Mai, Hà Nội",0
35.0,,,,,,,,Have certificate,Full,4.55,"Nam Từ Liêm, Hà Nội",0
55.0,,,,,,,,Have certificate,Basic,6.4,"Nam Từ Liêm, Hà Nội",0
80.0,4.0,32.0,Đông - Bắc,,2.0,3.0,2.0,Have certificate,Basic,5.8,"Nha Trang, Khánh Hòa",0
38.5,4.0,4.0,,,5.0,6.0,7.0,Have certificate,Full,5.0,"Nam Từ Liêm, Hà Nội",0
125.0,,,,,,,,Have certificate,,6.1,"Thủ Đức, Hồ Chí Minh",0
44.0,4.4,5.0,Bắc,,5.0,3.0,4.0,Have certificate,Full,7.4,"Gò Vấp, Hồ Chí Minh",0
36.0,5.0,5.0,Tây,Tây,3.0,3.0,3.0,Have certificate,Basic,2.35,"Bình Tân, Hồ Chí Minh",0
50.0,4.0,5.0,,,2.0,2.0,2.0,Have certificate,Basic,4.95,"Bình Tân, Hồ Chí Minh",0
30.0,45.0,,,,5.0,3.0,4.0,Have certificate,Full,5.6,"Ba Đình, Hà Nội",0
141.0,5.0,4.0,Đông - Nam,Đông - Nam,1.0,2.0,1.0,Have certificate,Basic,3.7,"Thuận An, Bình Dương",0
125.0,5.0,30.0,Bắc,,3.0,4.0,5.0,Have certificate,,8.8,"Quận 9, Hồ Chí Minh",1
93.6,5.0,5.0,,,1.0,2.0,1.0,Have certificate,,2.35,"Bến Cát, Bình Dương",0
47.0,4.1,,,,3.0,4.0,4.0,Have certificate,,6.8,"Quận 6, Hồ Chí Minh",0
35.0,,,,,5.0,3.0,4.0,Have certificate,,5.5,"Long Biên, Hà Nội",0
100.0,5.0,14.0,Nam,,3.0,3.0,4.0,Sale contract,Basic,4.3,"Nha Trang, Khánh Hòa",1
45.0,,,,,5.0,3.0,,Have certificate,Full,6.56,"Đống Đa, Hà Nội",0
20.0,,3.0,,,2.0,2.0,2.0,Have certificate,Basic,2.4,"Quận 8, Hồ Chí Minh",0
28.0,3.6,3.0,,,5.0,3.0,4.0,Have certificate,Full,4.6,"Đống Đa, Hà Nội",0
46.0,3.8,2.5,,,4.0,4.0,4.0,Have certificate,Full,7.4,"Nam Từ Liêm, Hà Nội",0
52.0,,,,,1.0,2.0,1.0,,,3.1,"Thủ Đức, Hồ Chí Minh",0
300.0,15.0,32.0,Đông - Nam,,,,,Have certificate,,9.8,"Vân Đồn, Quảng Ninh",1
94.8,,,Tây,,5.0,6.0,5.0,Have certificate,Full,9.99,"Bình Tân, Hồ Chí Minh",0
40.0,4.0,4.0,Bắc,Bắc,4.0,4.0,3.0,Have certificate,,5.85,"Thanh Trì, Hà Nội",0
33.0,5.0,6.0,,,5.0,3.0,3.0,Have certificate,Full,4.5,"Hoàng Mai, Hà Nội",0
50.0,5.0,,,,4.0,,,Have certificate,Basic,7.3,"Hai Bà Trưng, Hà Nội",0
120.0,,,,,,2.0,3.0,Have certificate,,4.0,"Tây Ninh, Tây Ninh",1
40.0,,,,,1.0,2.0,2.0,,Full,1.95,"Bình Tân, Hồ Chí Minh",0
160.0,,,,,3.0,2.0,2.0,Sale contract,,6.3,"Biên Hòa, Đồng Nai",1
33.5,,,,,,,,,,4.6,"Hai Bà Trưng, Hà Nội",0
54.0,,,,,5.0,6.0,,Have certificate,,6.0,"Thanh Xuân, Hà Nội",0
53.0,,,,,5.0,,,Have certificate,Basic,6.8,"Hà Đông, Hà Nội",0
72.9,11.0,6.0,Đông - Bắc,,2.0,2.0,2.0,Have certificate,Basic,3.5,"Nha Trang, Khánh Hòa",0
43.0,4.3,12.0,,,2.0,3.0,2.0,Have certificate,Full,8.3,"Quận 6, Hồ Chí Minh",0
108.0,,,Đông - Nam,,4.0,,,Have certificate,,9.0,"Lê Chân, Hải Phòng",1
47.0,5.0,,,,5.0,3.0,3.0,Have certificate,Full,6.5,"Đống Đa, Hà Nội",0
40.0,,,,,5.0,4.0,3.0,Have certificate,Basic,8.83,"Hà Đông, Hà Nội",0
61.0,4.5,6.0,,,5.0,6.0,6.0,Have certificate,Full,8.88,"Bắc Từ Liêm, Hà Nội",0
93.0,5.0,75.0,Đông - Bắc,Đông - Bắc,3.0,3.0,3.0,Have certificate,Full,7.4,"Cẩm Lệ, Đà Nẵng",0
39.0,12.3,3.0,,,7.0,3.0,5.0,Have certificate,Basic,9.7,"Ba Đình, Hà Nội",0
40.0,,,,,4.0,4.0,3.0,,,6.8,"Ba Đình, Hà Nội",0
30.0,4.2,,,,5.0,3.0,4.0,Have certificate,,6.15,"Long Biên, Hà Nội",0
58.0,5.2,6.0,Tây - Bắc,Tây - Bắc,4.0,4.0,5.0,Have certificate,,6.8,"Gò Vấp, Hồ Chí Minh",0
57.0,4.0,3.5,,,5.0,4.0,4.0,Have certificate,Full,7.2,"Long Biên, Hà Nội",0
40.0,4.5,3.0,,,4.0,4.0,4.0,Have certificate,,3.6,"Hà Đông, Hà Nội",0
100.0,5.0,16.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Basic,6.0,"Nha Trang, Khánh Hòa",1
100.0,5.0,,Nam,,2.0,3.0,4.0,Have certificate,Full,4.3,"Nha Trang, Khánh Hòa",0
40.0,,,,,,,,Have certificate,Full,6.1,"Cầu Giấy, Hà Nội",0
30.0,5.0,5.0,,,3.0,3.0,4.0,Have certificate,Full,4.65,"Tân Bình, Hồ Chí Minh",0
120.0,6.0,6.0,,,2.0,2.0,2.0,Have certificate,,4.8,"Biên Hòa, Đồng Nai",0
75.0,5.0,,,,3.0,,,Have certificate,,9.1,"Quận 9, Hồ Chí Minh",0
32.0,,,,,4.0,4.0,3.0,,,6.0,"Thanh Trì, Hà Nội",0
54.0,4.5,5.0,Tây - Bắc,Tây - Bắc,5.0,4.0,3.0,Have certificate,Full,6.5,"Gò Vấp, Hồ Chí Minh",0
34.0,,,,,,,,Have certificate,,7.6,"Thanh Trì, Hà Nội",0
95.0,,,,,4.0,,,Have certificate,,5.5,"Thủ Dầu Một, Bình Dương",1
108.0,4.1,,,,,,,,,6.8,"Gò Vấp, Hồ Chí Minh",0
38.0,,,,,3.0,5.0,,,,4.2,"Hà Đông, Hà Nội",0
500.0,13.5,5.0,Đông - Nam,,,2.0,2.0,,,3.45,"Lâm Hà, Lâm Đồng",0
39.0,55.0,4.0,Tây - Nam,Tây - Nam,4.0,6.0,6.0,Have certificate,,7.25,"Bình Thạnh, Hồ Chí Minh",0
32.0,3.8,,,,5.0,,,Have certificate,,5.7,"Hai Bà Trưng, Hà Nội",0
87.0,3.7,,,,,2.0,1.0,Have certificate,,9.9,"Quận 8, Hồ Chí Minh",0
120.0,6.0,6.0,,,3.0,4.0,4.0,Have certificate,Full,9.9,"Sơn Trà, Đà Nẵng",0
153.0,9.0,6.0,,,1.0,1.0,1.0,,,9.0,"Bình Chánh, Hồ Chí Minh",0
64.0,4.0,,,,4.0,4.0,4.0,Have certificate,Full,7.5,"Nhà Bè, Hồ Chí Minh",0
36.8,4.6,,,,4.0,,,Have certificate,,7.5,"Quận 10, Hồ Chí Minh",0
22.0,,,,,,2.0,1.0,,Full,1.65,"Hoàng Mai, Hà Nội",0
44.0,4.0,,,,,3.0,4.0,,,9.2,"Tân Bình, Hồ Chí Minh",0
110.0,,5.5,Tây - Bắc,,3.0,3.0,4.0,Have certificate,Full,5.9,"Sơn Trà, Đà Nẵng",0
100.0,5.0,10.5,Tây - Nam,,3.0,4.0,4.0,Have certificate,,6.5,"Cẩm Lệ, Đà Nẵng",0
98.8,6.4,,,,2.0,2.0,2.0,Have certificate,Full,6.4,"Thuận An, Bình Dương",0
101.3,22.0,22.0,,,1.0,5.0,5.0,Have certificate,Full,6.5,"Thuận An, Bình Dương",0
62.3,7.55,,Tây,,5.0,9.0,9.0,Have certificate,,7.7,"Quận 8, Hồ Chí Minh",0
65.0,,,,,1.0,2.0,1.0,Have certificate,Full,5.0,"Hai Bà Trưng, Hà Nội",0
250.0,10.0,,,,2.0,3.0,3.0,Sale contract,,6.1,"Tân Uyên, Bình Dương",1
40.0,4.5,5.0,,,5.0,8.0,8.0,Have certificate,Full,8.5,"Cầu Giấy, Hà Nội",0
108.8,5.44,13.0,,,4.0,4.0,5.0,Have certificate,Full,8.9,"Thành phố Nha Trang, Khánh Hòa",1
338.9,5.0,,Tây - Bắc,,2.0,1.0,1.0,,,2.3,"Phú Giáo, Bình Dương",0
100.0,,8.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,2.2,"Bến Cát, Bình Dương",1
160.0,,,,,,3.0,3.0,Sale contract,Basic,7.0,"Tân Phú, Hồ Chí Minh",1
30.0,3.8,2.9,,,5.0,3.0,4.0,Have certificate,Full,4.2,"Hoài Đức, Hà Nội",0
52.0,,,,,4.0,4.0,5.0,Have certificate,Full,5.0,"Quận 12, Hồ Chí Minh",0
80.0,6.0,21.0,Đông - Bắc,Đông - Bắc,5.0,5.0,5.0,Have certificate,Basic,4.7,"Thành phố Thanh Hóa, Thanh Hóa",1
14.5,,,,,2.0,1.0,1.0,Have certificate,,1.85,"Quận 2, Hồ Chí Minh",0
80.0,,21.0,Đông - Bắc,Đông - Bắc,5.0,5.0,5.0,Have certificate,Basic,4.7,"Thanh Hóa, Thanh Hóa",1
102.0,7.4,,,,3.0,3.0,3.0,Have certificate,Full,8.5,"Hải Châu, Đà Nẵng",0
75.0,5.0,7.0,,,2.0,,,Have certificate,,8.75,"Gò Vấp, Hồ Chí Minh",0
60.0,4.0,12.0,Đông - Nam,,,2.0,1.0,Have certificate,Basic,3.9,"Hóc Môn, Hồ Chí Minh",0
50.0,,,,,4.0,4.0,5.0,Have certificate,Full,6.3,"Quận 12, Hồ Chí Minh",0
52.0,4.0,3.0,,,5.0,6.0,4.0,Have certificate,Full,4.58,"Nam Từ Liêm, Hà Nội",0
60.0,,12.0,,,4.0,4.0,5.0,Have certificate,,5.6,"Quận 12, Hồ Chí Minh",1
84.0,5.0,7.0,,,4.0,4.0,4.0,Have certificate,Full,8.8,"Tân Phú, Hồ Chí Minh",0
50.0,6.0,,Tây,,4.0,4.0,,Have certificate,Full,8.0,"Nam Từ Liêm, Hà Nội",0
50.0,5.0,4.0,Tây - Nam,,3.0,1.0,2.0,,Basic,1.95,"Thủ Đức, Hồ Chí Minh",0
41.0,3.13,5.5,Đông,Đông,3.0,3.0,3.0,Have certificate,Basic,6.7,"Hải Châu, Đà Nẵng",0
98.4,6.0,13.0,Tây - Bắc,,4.0,3.0,,Have certificate,,8.5,"Nha Trang, Khánh Hòa",1
60.0,5.0,7.5,Tây - Nam,,4.0,,,,,3.16,"Thanh Hóa, Thanh Hóa",1
47.2,3.0,5.5,Đông,Đông,3.0,,,Have certificate,,6.85,"Hải Châu, Đà Nẵng",0
62.4,,9.0,,,3.0,3.0,4.0,Have certificate,,7.9,"Tân Phú, Hồ Chí Minh",0
90.0,5.0,34.0,Đông - Nam,Đông - Nam,4.0,4.0,4.0,,,5.7,"Thanh Hóa, Thanh Hóa",1
44.0,4.0,,,,3.0,,,Have certificate,Full,5.0,"Quận 10, Hồ Chí Minh",0
167.0,5.0,,,,,3.0,2.0,Have certificate,,3.8,"Hóc Môn, Hồ Chí Minh",0
156.0,,,,,,6.0,5.0,Have certificate,Basic,7.2,"Bà Rịa, Bà Rịa Vũng Tàu",0
30.0,,,,,5.0,3.0,,Have certificate,Full,6.2,"Đống Đa, Hà Nội",0
39.0,4.4,,,,5.0,6.0,4.0,Have certificate,Basic,7.5,"Đống Đa, Hà Nội",0
54.8,,,,,2.0,3.0,2.0,Have certificate,Basic,3.6,"Bình Tân, Hồ Chí Minh",0
92.0,,,Đông - Nam,,3.0,4.0,3.0,Have certificate,Full,4.5,"Hóc Môn, Hồ Chí Minh",0
45.0,3.6,3.0,,,5.0,4.0,5.0,Have certificate,Full,10.0,"Thanh Xuân, Hà Nội",0
93.0,5.0,10.0,Nam,Nam,2.0,3.0,4.0,Have certificate,,9.2,"Quận Thanh Khê, Đà Nẵng",0
48.0,,,,,5.0,,,Have certificate,Full,8.5,"Quận 10, Hồ Chí Minh",0
84.0,5.0,12.0,Tây,Bắc,2.0,3.0,3.0,Have certificate,Basic,5.7,"Dĩ An, Bình Dương",0
62.0,4.2,4.0,,,3.0,3.0,3.0,Have certificate,Full,4.9,"Long Biên, Hà Nội",0
40.0,3.0,,,,2.0,2.0,2.0,Have certificate,Full,4.5,"Bình Thạnh, Hồ Chí Minh",0
30.4,5.0,3.0,Tây - Nam,Tây - Nam,3.0,4.0,5.0,Have certificate,Basic,5.0,"Quận 10, Hồ Chí Minh",0
60.0,4.0,,,,4.0,4.0,4.0,Have certificate,Basic,7.6,"Thủ Đức, Hồ Chí Minh",0
45.0,4.5,,Tây,Tây,5.0,4.0,3.0,Have certificate,Full,6.3,"Hoàng Mai, Hà Nội",0
68.0,3.8,3.0,,,3.0,3.0,3.0,Have certificate,Full,7.8,"Long Biên, Hà Nội",0
37.0,,,,,4.0,,,,,7.5,"Quận 10, Hồ Chí Minh",0
69.0,42.0,5.0,Tây - Bắc,Tây - Bắc,2.0,3.0,2.0,Have certificate,Full,3.6,"Dĩ An, Bình Dương",0
85.0,5.0,8.0,,,3.0,4.0,4.0,Have certificate,Full,9.6,"Thanh Trì, Hà Nội",0
55.0,,,,,4.0,4.0,,Have certificate,Full,8.9,"Nam Từ Liêm, Hà Nội",0
110.0,5.0,30.0,Đông,Đông,3.0,4.0,4.0,Have certificate,,4.3,"Nghi Xuân, Hà Tĩnh",1
35.0,,,,,,,,,,6.9,"Quận 1, Hồ Chí Minh",0
