area,frontage,access_road,house_direction,balcony_direction,floors,bedrooms,bathrooms,legal_status,furniture_state,price,new_address,condo_complex
39.0,,,,,5.0,4.0,4.0,Have certificate,Full,5.85,"Đống Đa, Hà Nội",0
60.0,4.0,7.0,,,4.0,,,Have certificate,,4.2,"Tân Bình, Hồ Chí Minh",0
40.0,,,,,5.0,,,Have certificate,,8.9,"Thanh Xuân, Hà Nội",0
200.0,7.0,20.0,Bắc,Bắc,2.0,4.0,3.0,Have certificate,Basic,8.5,"Thuận An, Bình Dương",1
50.0,,,,,5.0,4.0,,,,9.39,"Tây Hồ, Hà Nội",0
47.0,4.0,2.0,Nam,Nam,5.0,5.0,5.0,Have certificate,,7.1,"Bắc Từ Liêm, Hà Nội",0
55.0,,7.5,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,5.45,"Thanh Khê, Đà Nẵng",0
50.0,4.0,5.0,,,3.0,2.0,3.0,Have certificate,,5.05,"Bình Thạnh, Hồ Chí Minh",0
70.0,5.0,5.0,,,3.0,5.0,5.0,Have certificate,Basic,8.2,"Tân Bình, Hồ Chí Minh",0
64.0,4.0,4.0,,,1.0,4.0,4.0,Have certificate,Basic,4.65,"Tân Phú, Hồ Chí Minh",0
80.0,4.65,6.0,,,2.0,4.0,2.0,Have certificate,,8.29,"Tân Phú, Hồ Chí Minh",0
77.0,4.0,12.0,,,3.0,4.0,5.0,Have certificate,Full,9.7,"Tân Phú, Hồ Chí Minh",0
26.0,3.6,,,,4.0,2.0,3.0,Have certificate,,2.95,"Hoàng Mai, Hà Nội",0
116.0,8.0,8.0,,,1.0,2.0,1.0,Have certificate,,9.8,"Tân Bình, Hồ Chí Minh",0
51.0,,,,,3.0,4.0,3.0,,,4.2,"Tân Phú, Hồ Chí Minh",0
25.0,3.5,5.0,,,5.0,5.0,5.0,Have certificate,Full,8.2,"Ba Đình, Hà Nội",0
40.0,8.0,3.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Full,3.6,"Tân Bình, Hồ Chí Minh",0
40.0,,,,,5.0,6.0,4.0,Have certificate,,7.0,"Cầu Giấy, Hà Nội",0
32.0,32.0,3.0,,,4.0,3.0,4.0,Have certificate,,6.0,"Thanh Xuân, Hà Nội",0
68.4,,7.0,,,4.0,,,Have certificate,,7.7,"Tân Phú, Hồ Chí Minh",0
98.0,4.0,6.0,Tây,,,5.0,5.0,Have certificate,,6.8,"Bình Tân, Hồ Chí Minh",0
25.0,,6.0,Bắc,Bắc,2.0,3.0,2.0,Have certificate,Full,3.1,"Quận 10, Hồ Chí Minh",0
49.0,3.4,8.0,Đông,,3.0,4.0,3.0,,Full,8.2,"Quận 11, Hồ Chí Minh",0
40.0,3.8,,,,5.0,,,,,7.8,"Đống Đa, Hà Nội",0
90.0,5.0,5.0,Tây - Nam,,3.0,4.0,5.0,Have certificate,Full,9.2,"Quận 9, Hồ Chí Minh",0
53.0,,3.0,Đông,Đông,3.0,4.0,3.0,Have certificate,Full,6.5,"Quận 10, Hồ Chí Minh",0
52.0,,,,,5.0,4.0,4.0,Have certificate,Full,9.0,"Đống Đa, Hà Nội",0
33.0,,,,,4.0,3.0,,Have certificate,Full,4.95,"Hai Bà Trưng, Hà Nội",0
40.0,6.8,3.0,,,4.0,3.0,,Have certificate,Full,7.5,"Đống Đa, Hà Nội",0
45.0,4.0,2.0,Đông,Đông,3.0,3.0,3.0,Have certificate,Full,2.85,"Lê Chân, Hải Phòng",0
30.0,3.5,,,,5.0,3.0,4.0,Have certificate,,3.8,"Hoàng Mai, Hà Nội",0
50.0,,3.0,Đông,,4.0,3.0,3.0,Have certificate,,2.99,"Hà Đông, Hà Nội",0
60.0,6.1,4.0,Tây - Nam,Tây - Nam,1.0,1.0,1.0,Have certificate,,6.99,"Quận 4, Hồ Chí Minh",0
62.0,3.8,3.0,,,1.0,1.0,1.0,Sale contract,Basic,8.0,"Hoàng Mai, Hà Nội",0
34.0,4.0,5.0,,,5.0,3.0,3.0,Have certificate,Full,6.5,"Hà Đông, Hà Nội",0
32.0,4.8,,,,6.0,3.0,5.0,Have certificate,Full,6.75,"Cầu Giấy, Hà Nội",0
40.0,,,,,5.0,4.0,3.0,Have certificate,Full,6.0,"Thanh Xuân, Hà Nội",0
110.0,,10.5,Đông,Đông,2.0,3.0,3.0,Have certificate,Basic,4.95,"Ngũ Hành Sơn, Đà Nẵng",0
58.9,,3.0,,,4.0,5.0,3.0,Have certificate,,8.9,"Hoàng Mai, Hà Nội",0
134.0,,6.0,,,2.0,8.0,8.0,Have certificate,Full,6.8,"Thủ Đức, Hồ Chí Minh",0
84.0,,,,,4.0,,,,,9.6,"Bình Tân, Hồ Chí Minh",0
35.0,3.0,2.0,,,5.0,6.0,,Have certificate,,4.3,"Hoàng Mai, Hà Nội",0
80.0,8.0,8.0,,,3.0,2.0,3.0,Have certificate,Basic,6.8,"Quận 8, Hồ Chí Minh",0
104.0,8.0,,,,2.0,,,,,8.7,"Bình Tân, Hồ Chí Minh",0
160.0,,,,,,2.0,2.0,Sale contract,,6.1,"Biên Hòa, Đồng Nai",1
44.0,38.0,,,,5.0,4.0,4.0,Have certificate,Basic,5.85,"Thanh Trì, Hà Nội",0
43.0,4.0,,,,2.0,,,Have certificate,Basic,4.8,"Thủ Đức, Hồ Chí Minh",0
160.0,10.0,24.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,,,7.3,"Vân Đồn, Quảng Ninh",1
217.7,,19.0,,,4.0,5.0,5.0,Have certificate,Full,5.85,"Thuận An, Bình Dương",1
99.0,4.5,10.0,Tây - Nam,Tây - Nam,2.0,4.0,3.0,Have certificate,,5.4,"Ninh Kiều, Cần Thơ",1
108.0,4.5,7.0,Đông - Nam,Đông - Nam,3.0,6.0,4.0,Have certificate,,7.0,"Ninh Kiều, Cần Thơ",1
65.7,4.5,,Đông,Đông,3.0,8.0,9.0,Have certificate,,7.0,"Ninh Kiều, Cần Thơ",0
85.0,,17.0,,,4.0,4.0,6.0,Have certificate,,4.2,"Phú Mỹ, Bà Rịa Vũng Tàu",1
70.0,,5.0,,,4.0,4.0,5.0,Have certificate,,6.8,"Thủ Đức, Hồ Chí Minh",0
64.0,4.0,12.0,,,4.0,4.0,3.0,Have certificate,,8.5,"Quận 8, Hồ Chí Minh",0
33.0,3.8,3.0,,,5.0,3.0,4.0,Have certificate,Full,5.25,"Hà Đông, Hà Nội",0
32.0,5.95,,,,,,,,,3.95,"Quận 4, Hồ Chí Minh",0
38.0,4.0,12.0,,,2.0,1.0,1.0,Have certificate,Basic,8.35,"Hà Đông, Hà Nội",0
68.0,4.0,8.0,,,4.0,4.0,4.0,Have certificate,Full,9.25,"Gò Vấp, Hồ Chí Minh",0
96.7,,13.0,,,3.0,4.0,4.0,Have certificate,Full,5.2,"Thuận An, Bình Dương",0
70.0,,6.0,,,,2.0,2.0,Have certificate,,2.9,"Dĩ An, Bình Dương",0
40.0,,,,,4.0,4.0,3.0,Have certificate,Basic,8.95,"Cầu Giấy, Hà Nội",0
35.6,,,,,5.0,3.0,5.0,Have certificate,Full,5.95,"Đống Đa, Hà Nội",0
60.0,5.0,8.0,Đông - Bắc,Đông - Bắc,4.0,4.0,3.0,Have certificate,Full,5.5,"Dĩ An, Bình Dương",0
60.0,,10.0,,,,,,Have certificate,,6.5,"Bình Tân, Hồ Chí Minh",0
40.0,,,,,1.0,,,Have certificate,,4.29,"Long Biên, Hà Nội",0
90.0,,5.0,Tây - Nam,,3.0,4.0,4.0,Have certificate,Full,9.2,"Quận 9, Hồ Chí Minh",0
90.0,5.5,2.5,Đông - Nam,Đông - Nam,4.0,5.0,4.0,Have certificate,Basic,5.9,"Thanh Trì, Hà Nội",0
72.0,4.0,4.0,,,2.0,3.0,2.0,Have certificate,Full,7.0,"Tân Bình, Hồ Chí Minh",0
40.0,,,,,5.0,9.0,9.0,Have certificate,,7.5,"Nam Từ Liêm, Hà Nội",0
85.0,,6.0,,,4.0,4.0,5.0,,,7.8,"Tân Bình, Hồ Chí Minh",0
37.0,,12.0,Nam,Nam,4.0,4.0,3.0,Have certificate,Full,8.5,"Tân Phú, Hồ Chí Minh",0
44.0,4.0,3.0,,,1.0,1.0,1.0,Have certificate,,1.95,"Quận 12, Hồ Chí Minh",0
31.0,3.1,3.0,Tây - Nam,,4.0,4.0,3.0,Have certificate,,5.5,"Quận 10, Hồ Chí Minh",0
40.0,,5.0,,,4.0,4.0,3.0,Have certificate,Full,7.4,"Hoàng Mai, Hà Nội",0
49.0,4.0,,,,4.0,4.0,4.0,Have certificate,Full,6.8,"Quận 8, Hồ Chí Minh",0
70.0,4.0,5.0,Đông - Nam,,5.0,6.0,5.0,Have certificate,Basic,9.6,"Tân Phú, Hồ Chí Minh",0
40.0,4.0,2.0,Nam,Nam,2.0,2.0,2.0,Have certificate,Full,4.35,"Bình Thạnh, Hồ Chí Minh",0
37.0,4.0,12.0,Tây,Tây,4.0,3.0,2.0,,Basic,5.6,"Tân Phú, Hồ Chí Minh",0
112.0,5.0,,,,4.0,,,Have certificate,,6.5,"Quận 9, Hồ Chí Minh",0
45.2,,,,,5.0,,,,,7.25,"Hà Đông, Hà Nội",0
32.0,,,,,,,,Have certificate,,4.6,"Bắc Từ Liêm, Hà Nội",0
46.0,,,,,3.0,4.0,3.0,Have certificate,Full,7.0,"Hai Bà Trưng, Hà Nội",0
86.0,,,,,,2.0,,Have certificate,,1.75,"Tân Uyên, Bình Dương",0
78.0,4.5,5.0,,,2.0,3.0,2.0,Sale contract,Full,3.2,"Đà Lạt, Lâm Đồng",0
40.0,4.0,7.0,Tây,Tây,3.0,5.0,3.0,Have certificate,Full,2.68,"Bình Tân, Hồ Chí Minh",0
30.0,3.5,,,,5.0,4.0,4.0,Have certificate,Basic,3.7,"Hoàng Mai, Hà Nội",0
56.0,,,,,3.0,4.0,3.0,Have certificate,,5.4,"Tân Phú, Hồ Chí Minh",0
40.0,4.0,6.0,,,2.0,2.0,2.0,Have certificate,,3.55,"Tân Phú, Hồ Chí Minh",0
70.0,5.5,5.5,,,3.0,6.0,3.0,Have certificate,Basic,4.2,"Cẩm Lệ, Đà Nẵng",0
45.0,,,,,5.0,9.0,9.0,Have certificate,Full,7.5,"Thanh Xuân, Hà Nội",0
42.0,,,,,5.0,4.0,4.0,Have certificate,Full,7.15,"Đống Đa, Hà Nội",0
40.0,4.1,5.0,Tây - Nam,Tây - Nam,4.0,3.0,4.0,Have certificate,Full,7.7,"Phú Nhuận, Hồ Chí Minh",0
66.8,,,,,2.0,2.0,,Have certificate,,5.1,"Bình Tân, Hồ Chí Minh",0
66.0,5.1,,,,5.0,5.0,3.0,Have certificate,,6.0,"Tân Bình, Hồ Chí Minh",0
37.0,5.0,3.0,,,5.0,3.0,4.0,Have certificate,Full,6.05,"Đống Đa, Hà Nội",0
36.0,3.0,2.0,,,3.0,4.0,3.0,Have certificate,,2.69,"Quận 6, Hồ Chí Minh",0
36.0,,3.0,Tây,,2.0,2.0,2.0,,,3.9,"Gò Vấp, Hồ Chí Minh",0
34.0,5.6,,Đông - Nam,,4.0,4.0,3.0,Have certificate,Full,5.8,"Gò Vấp, Hồ Chí Minh",0
60.0,6.2,8.0,,,2.0,3.0,2.0,Have certificate,Full,3.1,"Dĩ An, Bình Dương",0
40.0,4.0,6.0,,,2.0,2.0,2.0,Have certificate,,3.5,"Bình Tân, Hồ Chí Minh",0
45.0,,,,,2.0,3.0,2.0,Have certificate,,4.2,"Quận 7, Hồ Chí Minh",0
96.0,4.8,,,,4.0,5.0,5.0,Have certificate,Full,7.3,"Tân Bình, Hồ Chí Minh",0
100.0,5.0,30.0,Nam,,4.0,3.0,,Have certificate,,6.5,"Quận 9, Hồ Chí Minh",1
122.0,4.52,,,,1.0,,,Have certificate,Basic,6.8,"Kiến An, Hải Phòng",0
160.0,8.0,,,,,,,,,8.5,"Quận 9, Hồ Chí Minh",1
45.0,,,,,4.0,5.0,4.0,Have certificate,Full,9.0,"Hai Bà Trưng, Hà Nội",0
52.0,4.0,4.5,Bắc,,4.0,4.0,,Have certificate,Full,4.3,"Bình Tân, Hồ Chí Minh",0
60.0,,,,,2.0,3.0,3.0,Have certificate,Full,2.87,"Thủ Đức, Hồ Chí Minh",0
160.0,5.0,12.0,Bắc,Bắc,3.0,4.0,5.0,,,8.7,"Quận 9, Hồ Chí Minh",1
55.0,4.2,5.0,,,5.0,,,Have certificate,Full,7.49,"Gò Vấp, Hồ Chí Minh",0
70.0,,,,,4.0,5.0,5.0,Have certificate,Full,8.9,"Gò Vấp, Hồ Chí Minh",0
130.0,,7.0,,,,3.0,3.0,,,4.6,"Biên Hòa, Đồng Nai",0
77.0,4.0,14.0,Tây - Bắc,,1.0,1.0,1.0,Have certificate,Basic,6.9,"Hóc Môn, Hồ Chí Minh",0
99.0,5.0,,,,4.0,5.0,5.0,Have certificate,Full,7.6,"Hạ Long, Quảng Ninh",1
85.2,10.6,2.5,Nam,Nam,1.0,2.0,1.0,Have certificate,Basic,1.9,"Biên Hòa, Đồng Nai",0
36.0,16.0,16.0,,,4.0,3.0,4.0,Have certificate,Basic,7.8,"Phú Nhuận, Hồ Chí Minh",0
90.0,4.5,10.0,,,4.0,4.0,5.0,Have certificate,Full,8.7,"Quận 12, Hồ Chí Minh",1
52.0,4.2,4.0,Tây,Tây,2.0,3.0,2.0,Have certificate,Full,4.1,"Bình Tân, Hồ Chí Minh",0
50.0,7.0,3.0,,,1.0,2.0,1.0,,,1.59,"Nhà Bè, Hồ Chí Minh",0
52.0,,12.0,,,3.0,4.0,5.0,,,5.5,"Nhà Bè, Hồ Chí Minh",0
45.0,6.0,6.0,,,1.0,1.0,1.0,Have certificate,,6.6,"Tân Bình, Hồ Chí Minh",0
43.0,,,,,3.0,2.0,2.0,,,4.9,"Nam Từ Liêm, Hà Nội",0
58.3,5.0,8.0,Đông,Đông,1.0,1.0,1.0,Have certificate,Basic,3.39,"Hóc Môn, Hồ Chí Minh",0
50.0,,,,,5.0,4.0,3.0,Have certificate,Full,8.0,"Đống Đa, Hà Nội",0
69.0,,35.0,,,1.0,,,Have certificate,,7.15,"Hoàng Mai, Hà Nội",0
38.0,,,,,5.0,3.0,4.0,Have certificate,Full,7.1,"Tây Hồ, Hà Nội",0
38.0,,,,,5.0,4.0,,Have certificate,Full,6.0,"Đống Đa, Hà Nội",0
150.0,,22.0,,,3.0,5.0,2.0,Have certificate,Basic,7.5,"Dĩ An, Bình Dương",0
98.0,,12.0,,,4.0,4.0,4.0,Have certificate,Basic,6.9,"Thuận An, Bình Dương",0
36.7,,,,,6.0,5.0,5.0,Have certificate,,8.0,"Tây Hồ, Hà Nội",0
65.0,,8.0,Tây,Tây,4.0,4.0,5.0,Have certificate,,4.2,"Quận 12, Hồ Chí Minh",0
45.0,4.0,2.5,Đông - Nam,,5.0,6.0,2.0,Have certificate,Full,9.0,"Hai Bà Trưng, Hà Nội",0
34.0,3.4,,,,4.0,,,Have certificate,Full,5.35,"Hai Bà Trưng, Hà Nội",0
38.0,,,,,5.0,6.0,,Have certificate,,7.85,"Cầu Giấy, Hà Nội",0
100.0,,,,,3.0,3.0,4.0,Sale contract,,3.9,"Nha Trang, Khánh Hòa",1
41.0,,,,,5.0,5.0,4.0,Have certificate,Full,6.2,"Hà Đông, Hà Nội",0
30.0,4.0,5.0,,,3.0,,,Have certificate,,3.0,"Bình Tân, Hồ Chí Minh",0
36.0,,,,,5.0,3.0,4.0,Have certificate,Basic,6.2,"Thanh Trì, Hà Nội",0
40.0,,,,,4.0,,,Have certificate,,7.99,"Quận 7, Hồ Chí Minh",0
60.0,,,Bắc,,3.0,3.0,3.0,Have certificate,Basic,2.85,"An Dương, Hải Phòng",0
48.0,7.0,7.0,,,2.0,2.0,1.0,Have certificate,Full,7.65,"Bắc Từ Liêm, Hà Nội",0
75.0,,12.0,,,,2.0,2.0,Have certificate,Full,3.25,"Thuận An, Bình Dương",1
114.0,6.0,,,,4.0,4.0,,Have certificate,Full,9.9,"Bình Tân, Hồ Chí Minh",0
60.0,4.0,6.0,,,5.0,5.0,6.0,Have certificate,Full,7.4,"Thủ Đức, Hồ Chí Minh",0
60.0,,,,,3.0,,,,,9.8,"Hải Châu, Đà Nẵng",0
120.0,6.0,15.0,Nam,Nam,3.0,4.0,4.0,Have certificate,,7.0,"Từ Sơn, Bắc Ninh",1
55.0,,,Đông - Nam,,4.0,4.0,3.0,Have certificate,Basic,5.5,"Long Biên, Hà Nội",0
32.0,,,,,4.0,2.0,3.0,,,3.65,"Long Biên, Hà Nội",0
36.0,,,,,5.0,3.0,4.0,Have certificate,,5.38,"Hoàng Mai, Hà Nội",0
266.0,5.0,15.0,,,1.0,2.0,2.0,Have certificate,Basic,5.0,"Cần Giuộc, Long An",0
72.8,,,,,,1.0,1.0,Have certificate,,3.6,"Mỹ Tho, Tiền Giang",0
35.0,4.2,3.5,Đông - Nam,Đông - Nam,5.0,3.0,4.0,Have certificate,Basic,4.5,"Long Biên, Hà Nội",0
40.0,4.0,2.5,Tây,,3.0,3.0,2.0,Have certificate,Basic,3.3,"Gia Lâm, Hà Nội",0
49.89,,3.0,,,5.0,4.0,4.0,Have certificate,Full,7.99,"Đống Đa, Hà Nội",0
86.0,5.0,10.0,,,3.0,4.0,4.0,Have certificate,Full,5.4,"An Dương, Hải Phòng",0
67.0,,,,,3.0,3.0,3.0,Have certificate,,6.5,"Vũng Tàu, Bà Rịa Vũng Tàu",0
85.0,4.2,5.0,,,4.0,4.0,5.0,Have certificate,Full,7.79,"Tân Bình, Hồ Chí Minh",0
42.0,,3.0,,,5.0,4.0,4.0,Have certificate,Basic,4.8,"Long Biên, Hà Nội",0
50.4,3.9,4.0,,,3.0,3.0,,Have certificate,,8.4,"Long Biên, Hà Nội",0
51.2,3.5,3.0,,,3.0,3.0,3.0,Have certificate,Full,5.75,"Gia Lâm, Hà Nội",0
65.0,8.0,,,,7.0,,,Have certificate,Full,10.0,"Đống Đa, Hà Nội",0
43.5,4.0,3.0,,,4.0,4.0,3.0,Have certificate,Full,6.86,"Đống Đa, Hà Nội",0
40.0,,,,,5.0,3.0,3.0,Have certificate,Full,6.8,"Đống Đa, Hà Nội",0
41.5,,,,,4.0,3.0,3.0,Have certificate,Full,5.9,"Đống Đa, Hà Nội",0
56.0,4.7,,,,1.0,,,Have certificate,,5.6,"Tân Bình, Hồ Chí Minh",0
26.0,,4.0,,,2.0,,,Have certificate,,3.3,"Tân Phú, Hồ Chí Minh",0
30.0,3.5,,,,6.0,4.0,5.0,Have certificate,Basic,5.88,"Long Biên, Hà Nội",0
54.6,4.0,8.0,,,3.0,4.0,6.0,Have certificate,Full,7.45,"Thủ Đức, Hồ Chí Minh",0
38.8,,,,,5.0,4.0,4.0,Have certificate,Full,5.8,"Đống Đa, Hà Nội",0
38.0,7.1,3.0,,,5.0,4.0,5.0,Have certificate,Full,5.98,"Thanh Trì, Hà Nội",0
80.0,,,Bắc,,2.0,3.0,3.0,Have certificate,Full,5.15,"Bình Tân, Hồ Chí Minh",0
100.0,5.0,32.0,Nam,Nam,2.0,3.0,3.0,Have certificate,,10.0,"Phan Thiết, Bình Thuận",0
36.0,,,,,5.0,3.0,3.0,Have certificate,Full,5.68,"Đống Đa, Hà Nội",0
40.0,4.5,4.0,Đông - Bắc,Đông - Bắc,5.0,4.0,4.0,Have certificate,Basic,5.8,"Long Biên, Hà Nội",0
54.0,4.5,7.0,,,3.0,4.0,3.0,Have certificate,Basic,5.5,"Thái Bình, Thái Bình",0
39.0,4.3,,,,5.0,4.0,4.0,Have certificate,Full,6.8,"Hai Bà Trưng, Hà Nội",0
44.0,4.0,5.0,,,2.0,2.0,2.0,Have certificate,Full,2.5,"Tân Bình, Hồ Chí Minh",0
55.0,,,,,3.0,4.0,3.0,Have certificate,Basic,5.7,"Gò Vấp, Hồ Chí Minh",0
42.0,,,,,2.0,2.0,2.0,Have certificate,,5.0,"Gò Vấp, Hồ Chí Minh",0
38.0,3.8,6.0,,,3.0,3.0,3.0,Have certificate,Full,2.56,"Quận 10, Hồ Chí Minh",0
34.0,,,,,5.0,3.0,3.0,Have certificate,Full,4.75,"Đống Đa, Hà Nội",0
85.0,5.0,7.0,,,4.0,4.0,4.0,Have certificate,Full,3.6,"Bình Thạnh, Hồ Chí Minh",0
45.0,,,,,5.0,7.0,4.0,Have certificate,Full,7.0,"Đống Đa, Hà Nội",0
60.0,4.0,8.0,Nam,Nam,3.0,4.0,4.0,Have certificate,Basic,9.5,"Quận 7, Hồ Chí Minh",0
52.0,4.0,6.0,,,3.0,3.0,3.0,Have certificate,Full,3.2,"Tân Bình, Hồ Chí Minh",0
199.82,10.3,6.0,,,3.0,3.0,4.0,,,7.5,"Nhơn Trạch, Đồng Nai",1
120.0,,,,,3.0,3.0,4.0,Sale contract,,7.1,"Nhơn Trạch, Đồng Nai",1
34.0,,,,,2.0,2.0,2.0,,,4.25,"Gò Vấp, Hồ Chí Minh",0
65.0,,,,,2.0,,,Have certificate,Full,3.25,"Sơn Trà, Đà Nẵng",0
65.0,,,,,3.0,4.0,3.0,Have certificate,Basic,5.2,"Gò Vấp, Hồ Chí Minh",0
55.0,,,,,2.0,3.0,3.0,Have certificate,Basic,5.6,"Gò Vấp, Hồ Chí Minh",0
114.0,,,,,,,,Have certificate,Basic,7.9,"Dĩ An, Bình Dương",1
60.0,,,,,2.0,,,Have certificate,Basic,4.85,"Gò Vấp, Hồ Chí Minh",0
64.0,4.0,10.0,,,3.0,3.0,3.0,Have certificate,Full,5.69,"Bình Tân, Hồ Chí Minh",0
43.0,4.5,,,,6.0,6.0,5.0,Have certificate,Full,6.2,"Thanh Xuân, Hà Nội",0
35.0,,,,,5.0,3.0,4.0,Have certificate,,4.43,"Bắc Từ Liêm, Hà Nội",0
16.0,,2.0,,,4.0,2.0,3.0,Sale contract,Basic,1.55,"Hoàn Kiếm, Hà Nội",0
37.0,,4.0,,,5.0,4.0,4.0,Have certificate,Full,5.5,"Đống Đa, Hà Nội",0
158.0,6.3,30.0,Tây - Nam,Tây - Nam,4.0,6.0,5.0,Have certificate,,6.75,"Buôn Ma Thuột, Đắk Lắk",1
93.0,,,,,2.0,,,Have certificate,,3.1,"Thạch Thất, Hà Nội",0
32.0,4.7,5.0,Tây - Nam,Tây - Nam,5.0,5.0,3.0,Have certificate,Basic,7.2,"Quận 10, Hồ Chí Minh",0
98.0,7.0,27.0,Bắc,Bắc,5.0,,,Have certificate,,7.2,"Việt Trì, Phú Thọ",1
44.2,4.71,4.0,Nam,Nam,3.0,3.0,3.0,Have certificate,,6.7,"Quận 7, Hồ Chí Minh",0
40.0,4.0,5.0,Đông - Nam,,3.0,3.0,,Have certificate,Basic,3.79,"Bình Tân, Hồ Chí Minh",0
120.0,10.0,3.5,Đông - Nam,,3.0,,,,,4.8,"Đông Anh, Hà Nội",0
88.0,,,,,2.0,3.0,2.0,,,4.85,"Hóc Môn, Hồ Chí Minh",0
75.0,7.5,30.0,Nam,Nam,,,,Sale contract,,7.8,"Quận 7, Hồ Chí Minh",1
44.0,4.0,3.0,,,2.0,2.0,2.0,Have certificate,Full,3.69,"Quận 7, Hồ Chí Minh",0
31.0,4.0,3.0,,,3.0,3.0,2.0,Have certificate,Basic,1.71,"Chương Mỹ, Hà Nội",0
46.0,,,,,5.0,5.0,,Have certificate,,6.8,"Thanh Xuân, Hà Nội",0
80.4,,,,,4.0,4.0,6.0,Have certificate,Full,8.9,"Nhà Bè, Hồ Chí Minh",0
61.0,5.8,5.0,,,1.0,3.0,3.0,Have certificate,,4.5,"Gia Lâm, Hà Nội",0
66.0,6.0,8.0,,,5.0,4.0,3.0,Have certificate,,9.2,"Bình Thạnh, Hồ Chí Minh",0
51.0,4.0,8.0,Nam,Nam,5.0,6.0,6.0,Have certificate,Full,5.9,"Bình Tân, Hồ Chí Minh",0
80.0,4.0,10.0,,,4.0,5.0,6.0,Have certificate,Basic,5.9,"Hóc Môn, Hồ Chí Minh",0
43.3,3.9,3.5,Đông - Bắc,Đông - Nam,3.0,3.0,2.0,Have certificate,Full,1.45,"Sóc Sơn, Hà Nội",0
120.0,6.0,22.0,Tây - Nam,,3.0,,,Sale contract,,8.0,"Biên Hòa, Đồng Nai",1
35.0,3.8,,,,5.0,3.0,4.0,Have certificate,Basic,4.75,"Long Biên, Hà Nội",0
151.0,,,,,2.0,2.0,3.0,Have certificate,,5.7,"Quận 8, Hồ Chí Minh",1
37.0,3.5,3.0,Tây - Nam,Tây - Nam,3.0,3.0,3.0,Have certificate,,2.05,"Thanh Oai, Hà Nội",0
100.0,8.0,16.0,,,3.0,,,Have certificate,,3.07,"Tân Uyên, Bình Dương",1
30.0,,,,,3.0,3.0,2.0,Have certificate,Basic,1.73,"Hà Đông, Hà Nội",0
31.0,4.5,2.5,Đông,,4.0,4.0,3.0,Have certificate,,2.45,"Hoài Đức, Hà Nội",0
34.0,,,,,5.0,5.0,3.0,Have certificate,Full,5.25,"Nam Từ Liêm, Hà Nội",0
24.0,,,,,4.0,3.0,3.0,,Basic,4.8,"Đống Đa, Hà Nội",0
102.5,5.0,4.0,Đông,Đông,2.0,3.0,3.0,Have certificate,,2.95,"Thủ Dầu Một, Bình Dương",0
34.0,10.0,16.0,Nam,,2.0,2.0,2.0,Have certificate,,2.7,"Nha Trang, Khánh Hòa",0
100.0,5.0,6.0,,,1.0,1.0,1.0,,,7.2,"Thủ Đức, Hồ Chí Minh",0
79.0,5.3,,,,2.0,2.0,2.0,Have certificate,Full,5.9,"Tây Hồ, Hà Nội",0
41.0,4.1,3.5,,,2.0,2.0,2.0,Have certificate,Full,4.28,"Quận 8, Hồ Chí Minh",0
38.8,,3.5,,,,1.0,1.0,Have certificate,Basic,1.62,"Dĩ An, Bình Dương",0
82.4,6.7,4.0,,,4.0,4.0,4.0,Have certificate,Full,3.45,"Huyện An Dương, Hải Phòng",0
57.1,,8.0,Nam,,3.0,4.0,3.0,Have certificate,Basic,5.2,"Quận 12, Hồ Chí Minh",0
48.0,,,,,4.0,4.0,4.0,Have certificate,Full,5.8,"Tân Bình, Hồ Chí Minh",0
47.0,,,,,3.0,4.0,3.0,Have certificate,,7.5,"Hai Bà Trưng, Hà Nội",0
68.0,,4.0,,,3.0,3.0,4.0,Have certificate,Basic,3.38,"An Dương, Hải Phòng",0
105.0,,,,,3.0,3.0,4.0,Have certificate,Basic,3.5,"An Dương, Hải Phòng",0
57.0,,,,,3.0,3.0,3.0,Have certificate,Full,2.9,"An Dương, Hải Phòng",0
109.0,,13.0,,,4.0,4.0,3.0,Have certificate,Full,9.6,"Quận Hồng Bàng, Hải Phòng",1
57.0,,,Đông - Nam,,4.0,3.0,3.0,Have certificate,Basic,3.3,"An Dương, Hải Phòng",0
50.0,4.2,,,,4.0,4.0,4.0,Have certificate,,9.89,"Tân Bình, Hồ Chí Minh",0
41.0,,,,,5.0,,,,,5.7,"Đống Đa, Hà Nội",0
55.0,4.5,,,,3.0,4.0,3.0,Have certificate,Basic,9.5,"Hà Đông, Hà Nội",0
33.0,3.5,3.0,,,4.0,4.0,3.0,Have certificate,Basic,5.35,"Hoàng Mai, Hà Nội",0
41.0,,,,,5.0,,,Have certificate,,6.1,"Ba Đình, Hà Nội",0
91.3,,7.0,,,,2.0,2.0,Have certificate,,2.5,"Thuận An, Bình Dương",0
33.5,,5.5,Đông - Bắc,,5.0,4.0,4.0,Have certificate,Full,6.5,"Hà Đông, Hà Nội",0
123.4,,4.0,,,1.0,2.0,1.0,Have certificate,Basic,1.9,"Long Thành, Đồng Nai",0
24.9,3.0,3.0,Bắc,Bắc,2.0,2.0,3.0,Have certificate,Basic,2.75,"Gò Vấp, Hồ Chí Minh",0
